source_sheet,source_row,target_year,jenis,nama_paket_source,sub_source,effective_pagu,package_action,road_match_status,notes,top_candidates
REKONSILIASI_APBDP_2026,114,2027,PLANNING,Perencanaan Jl. Aluh Idut dan   Jl. Teluk Mesjid – SP.4 Muara Banta Kec. Kandangan,0055 – Rehabilitasi Jalan,90000000,EXISTING,REVIEW,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Nama paket mengindikasikan lebih dari satu ruas; tidak memilih satu ruas secara otomatis.","[{""ref"": ""ruas_033"", ""name"": ""Jl. Teluk Mesjid - SP.4 Muara Banta"", ""score"": 0.98, ""method"": ""strong_containment""}, {""ref"": ""ruas_089"", ""name"": ""Jl. Aluh Idut"", ""score"": 0.98, ""method"": ""strong_containment""}, {""ref"": ""ruas_162"", ""name"": ""Jl. Soetoyo - Teluk Mesjid"", ""score"": 0.4493, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_175"", ""name"": ""Muara Banta - Karang Jawa"", ""score"": 0.3605, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_123"", ""name"": ""SP.4 Lungau - Bangkau"", ""score"": 0.3525, ""method"": ""fuzzy_token_edit""}]"
REKONSILIASI_APBDP_2026,121,2027,PLANNING,Perencanaan Mangunang – Ds.   Sungai Raya Utara dan Sungai Raya Utara – Teluk Pinang,0055 – Rehabilitasi Jalan,60000000,EXISTING,REVIEW,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Nama paket mengindikasikan lebih dari satu ruas; tidak memilih satu ruas secara otomatis.","[{""ref"": ""ruas_017"", ""name"": ""Jl. Sungai Raya Utara-Teluk Pinang"", ""score"": 0.98, ""method"": ""strong_containment""}, {""ref"": ""ruas_311"", ""name"": ""Jl. Mangunang"", ""score"": 0.98, ""method"": ""strong_containment""}, {""ref"": ""ruas_322"", ""name"": ""Jl. Pembangunan - Ds. Sungai Raya Utara"", ""score"": 0.86, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_104"", ""name"": ""Teluk Pinang - Pahampangan Utara"", ""score"": 0.542, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_329"", ""name"": ""Jl. Kalaka Dayuh - Ds. Sungai Raya Utara"", ""score"": 0.4788, ""method"": ""fuzzy_token_edit""}]"
REKONSILIASI_APBDP_2026,126,2027,PLANNING,Perencanaan Pakan Dalam –   Kaminting Batu,0055 – Rehabilitasi Jalan,80000000,EXISTING,REVIEW,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Skor berada pada rentang review.","[{""ref"": ""ruas_121"", ""name"": ""Pakan Dalam - Keminting Batu"", ""score"": 0.7479, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_120"", ""name"": ""Pakan Dalam II"", ""score"": 0.5533, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_124"", ""name"": ""Pakan Dalam III"", ""score"": 0.5533, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_138"", ""name"": ""Pakan Dalam I"", ""score"": 0.5462, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_134"", ""name"": ""Jl. Keminting Batu"", ""score"": 0.4029, ""method"": ""fuzzy_token_edit""}]"
REKONSILIASI_APBDP_2026,128,2027,PLANNING,Penyusunan Dokumen Lingkungan   Hidup Jalan Lingkar Loksado,0055 – Rehabilitasi Jalan,100000000,EXISTING,UNMATCHED,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Tidak ada kandidat jalan dengan skor minimal 0.70.","[{""ref"": ""ruas_156"", ""name"": ""Loksado - Loklahung"", ""score"": 0.3399, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_100"", ""name"": ""Loksado - Haratai"", ""score"": 0.3321, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_320"", ""name"": ""Jl. Tataian - (Ds. Ulang) - Loksado"", ""score"": 0.2708, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_228"", ""name"": ""Jl. Loksado - Pantai Dusin"", ""score"": 0.2512, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_205"", ""name"": ""Jl. Kantor Camat Loksado II"", ""score"": 0.2015, ""method"": ""fuzzy_token_edit""}]"
REKONSILIASI_APBDP_2026,129,2027,PLANNING,Perencanaan Jalan Lingkar   Loksado,0055 – Rehabilitasi Jalan,100000000,EXISTING,UNMATCHED,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Tidak ada kandidat jalan dengan skor minimal 0.70.","[{""ref"": ""ruas_156"", ""name"": ""Loksado - Loklahung"", ""score"": 0.4132, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_100"", ""name"": ""Loksado - Haratai"", ""score"": 0.3853, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_320"", ""name"": ""Jl. Tataian - (Ds. Ulang) - Loksado"", ""score"": 0.3297, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_228"", ""name"": ""Jl. Loksado - Pantai Dusin"", ""score"": 0.278, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_205"", ""name"": ""Jl. Kantor Camat Loksado II"", ""score"": 0.272, ""method"": ""fuzzy_token_edit""}]"
REKONSILIASI_APBDP_2026,130,2027,PLANNING,Perencanaan Sirkuit Grasstrack   Desa Paharuangan Kec. Sungai Raya,0055 – Rehabilitasi Jalan,60000000,EXISTING,UNMATCHED,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Tidak ada kandidat jalan dengan skor minimal 0.70.","[{""ref"": ""ruas_265"", ""name"": ""Paharuangan - Asam Dua"", ""score"": 0.2667, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_163"", ""name"": ""Paharuangan - Sungai Raya Selatan"", ""score"": 0.2174, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_219"", ""name"": ""Simpang Malutu - Pahampangan"", ""score"": 0.1, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_137"", ""name"": ""SP.4 Banjarbaru - Pasar Negara"", ""score"": 0.0743, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_079"", ""name"": ""Karasikan - Sarang Halang"", ""score"": 0.0733, ""method"": ""fuzzy_token_edit""}]"
REKONSILIASI_APBDP_2026,131,2027,PLANNING,Penyusunan Dokumen Lingkungan   Hidup Kegiatan Inpres Jalan Daerah,0055 – Rehabilitasi Jalan,100000000,EXISTING,UNMATCHED,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Tidak ada kandidat jalan dengan skor minimal 0.70.","[{""ref"": ""ruas_125"", ""name"": ""Jl. Pandak Daun (Buntut Muradiyah) - Pakan Dalam"", ""score"": 0.0655, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_213"", ""name"": ""Taniran Selatan Kubah - Buntut Taniran/Wawaran"", ""score"": 0.0655, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_322"", ""name"": ""Jl. Pembangunan - Ds. Sungai Raya Utara"", ""score"": 0.0655, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_163"", ""name"": ""Paharuangan - Sungai Raya Selatan"", ""score"": 0.0621, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_169"", ""name"": ""Jl. Pasar Kandangan - Oprit Jembatan Loklua"", ""score"": 0.0621, ""method"": ""fuzzy_token_edit""}]"
REKONSILIASI_APBDP_2026,132,2027,PLANNING,Penyusunan Dokumen Leger Jalan   Wilayah Kota Kandangan,0055 – Rehabilitasi Jalan,100000000,EXISTING,UNMATCHED,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Tidak ada kandidat jalan dengan skor minimal 0.70.","[{""ref"": ""ruas_091"", ""name"": ""Kandangan Hulu - SP. Tabihi"", ""score"": 0.2051, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_169"", ""name"": ""Jl. Pasar Kandangan - Oprit Jembatan Loklua"", ""score"": 0.1768, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_014"", ""name"": ""Batang Kulur Kanan - Sarangan"", ""score"": 0.0723, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_125"", ""name"": ""Jl. Pandak Daun (Buntut Muradiyah) - Pakan Dalam"", ""score"": 0.0723, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_322"", ""name"": ""Jl. Pembangunan - Ds. Sungai Raya Utara"", ""score"": 0.0723, ""method"": ""fuzzy_token_edit""}]"
REKONSILIASI_APBDP_2026,134,2026,PHYSICAL,Pelebaran Ruas Jalan Taminung   Kec. Sungai Raya (Lanjutan),0068 – Pelebaran Jalan Menuju   Standar,196850000,REVIEW,EXACT,Existing ID dari workbook tidak ditemukan dan tidak ada satu kandidat pengganti yang aman.; Nama ruas termuat lengkap pada nama paket/lokasi.,"[{""ref"": ""ruas_037"", ""name"": ""Jl. Taminung"", ""score"": 0.98, ""method"": ""strong_containment""}, {""ref"": ""ruas_322"", ""name"": ""Jl. Pembangunan - Ds. Sungai Raya Utara"", ""score"": 0.5866, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_005"", ""name"": ""Jl. Hariti - Sungai Raya Selatan"", ""score"": 0.47, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_163"", ""name"": ""Paharuangan - Sungai Raya Selatan"", ""score"": 0.467, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_110"", ""name"": ""Sei. Mandala - Murung Raya"", ""score"": 0.4414, ""method"": ""fuzzy_token_edit""}]"
REKONSILIASI_APBDP_2026,135,2026,PHYSICAL,Pelebaran Ruas Jalan Telaga   Langsat – Pakuan Timur Kec. Telaga Langsat,0068 – Pelebaran Jalan Menuju   Standar,196850000,REVIEW,EXACT,Existing ID dari workbook tidak ditemukan dan tidak ada satu kandidat pengganti yang aman.; Nama paket/lokasi dan nama ruas sama setelah normalisasi.,"[{""ref"": ""ruas_140"", ""name"": ""Telaga Langsat - Pakuan Timur"", ""score"": 1.0, ""method"": ""exact_normalized""}, {""ref"": ""ruas_130"", ""name"": ""Angkinang - Telaga Langsat"", ""score"": 0.5016, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_076"", ""name"": ""Tabihi - Telaga Langsat"", ""score"": 0.4947, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_154"", ""name"": ""Mawangi - Bukuanin - Telaga Langsat"", ""score"": 0.3957, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_262"", ""name"": ""Jl. Telaga Banta - Patigan"", ""score"": 0.3339, ""method"": ""fuzzy_token_edit""}]"
REKONSILIASI_APBDP_2026,136,2026,PHYSICAL,Pelebaran Ruas Jalan Halayung –   Hantarukung Kec. Simpur,0068 – Pelebaran Jalan Menuju   Standar,196850000,REVIEW,EXACT,Existing ID dari workbook tidak ditemukan dan tidak ada satu kandidat pengganti yang aman.; Nama paket/lokasi dan nama ruas sama setelah normalisasi.,"[{""ref"": ""ruas_094"", ""name"": ""Jl. Halayung - Hantarukung"", ""score"": 1.0, ""method"": ""exact_normalized""}, {""ref"": ""ruas_247"", ""name"": ""Bakarung - Rantauan"", ""score"": 0.1273, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_141"", ""name"": ""Jl. Hamayung - Ds. Hakurung Dalam"", ""score"": 0.104, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_016"", ""name"": ""Madang - Ambutun"", ""score"": 0.1, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_043"", ""name"": ""Jl. Balaimas - Hanau"", ""score"": 0.1, ""method"": ""fuzzy_token_edit""}]"
REKONSILIASI_APBDP_2026,137,2026,PHYSICAL,Pelebaran Ruas Jalan Ambarai –   Madang Kec. Padang Batung,0068 – Pelebaran Jalan Menuju   Standar,196799600,REVIEW,EXACT,Existing ID dari workbook tidak ditemukan dan tidak ada satu kandidat pengganti yang aman.; Nama paket/lokasi dan nama ruas sama setelah normalisasi.,"[{""ref"": ""ruas_159"", ""name"": ""Ambarai - Madang"", ""score"": 1.0, ""method"": ""exact_normalized""}, {""ref"": ""ruas_158"", ""name"": ""Mandapai - Madang"", ""score"": 0.5029, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_016"", ""name"": ""Madang - Ambutun"", ""score"": 0.4125, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_349"", ""name"": ""Jl. Galuntang Tayub - Ds. Madang"", ""score"": 0.3417, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_075"", ""name"": ""Tanayung - Simpang Ambarai"", ""score"": 0.2955, ""method"": ""fuzzy_token_edit""}]"
REKONSILIASI_APBDP_2026,138,2026,PHYSICAL,Pelebaran Ruas Jalan Tanjungan –   Sp. 10 Batang Kulur – Sungai Kali Kec. Sungai Raya,0068 – Pelebaran Jalan Menuju   Standar,2364480000,REVIEW,EXACT,Existing ID dari workbook tidak ditemukan dan tidak ada satu kandidat pengganti yang aman.; Nama paket/lokasi dan nama ruas sama setelah normalisasi.,"[{""ref"": ""ruas_059"", ""name"": ""Tanjungan - SP.10 Batang Kulur - Sungai Kali"", ""score"": 1.0, ""method"": ""exact_normalized""}, {""ref"": ""ruas_164"", ""name"": ""SP. Batang Kulur Kiri - Tatas"", ""score"": 0.4898, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_032"", ""name"": ""Tanjungan - SP.3 Sakijang"", ""score"": 0.4187, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_050"", ""name"": ""Sarang Halang Padang - SP Batang Kulur"", ""score"": 0.4135, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_331"", ""name"": ""Batang Kulur Kanan - Batang Kulur Kiri"", ""score"": 0.4024, ""method"": ""fuzzy_token_edit""}]"
REKONSILIASI_APBDP_2026,139,2026,PHYSICAL,Pelebaran Ruas Jalan Taal Jarau   – Simpang Baru/Tampang Kec. Sungai Raya,0068 – Pelebaran Jalan Menuju   Standar,2663478000,REVIEW,EXACT,Existing ID dari workbook tidak ditemukan dan tidak ada satu kandidat pengganti yang aman.; Nama paket/lokasi dan nama ruas sama setelah normalisasi.,"[{""ref"": ""ruas_010"", ""name"": ""Taal Jarau - SP. Baru/Tampang"", ""score"": 1.0, ""method"": ""exact_normalized""}, {""ref"": ""ruas_012"", ""name"": ""SP.4 Baru/Tampang - SP. Biluy Pamujaan"", ""score"": 0.4561, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_269"", ""name"": ""Jl. Baru - Asam Desa Baru/Asam"", ""score"": 0.3909, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_273"", ""name"": ""Jl. Jarau - Parandakan"", ""score"": 0.3848, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_135"", ""name"": ""Jl. Baru - Ds. Bajayau"", ""score"": 0.3606, ""method"": ""fuzzy_token_edit""}]"
REKONSILIASI_APBDP_2026,140,2026,PHYSICAL,Pelebaran Ruas Jalan Sungai Raya   Selatan – Sarang Halang Kec. Sungai Raya,0068 – Pelebaran Jalan Menuju   Standar,1974858000,REVIEW,EXACT,Existing ID dari workbook tidak ditemukan dan tidak ada satu kandidat pengganti yang aman.; Nama paket/lokasi dan nama ruas sama setelah normalisasi.,"[{""ref"": ""ruas_046"", ""name"": ""Sungai Raya Selatan - Sarang Halang"", ""score"": 1.0, ""method"": ""exact_normalized""}, {""ref"": ""ruas_326"", ""name"": ""Jl. TPA Sungai Raya Selatan"", ""score"": 0.6107, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_005"", ""name"": ""Jl. Hariti - Sungai Raya Selatan"", ""score"": 0.5879, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_163"", ""name"": ""Paharuangan - Sungai Raya Selatan"", ""score"": 0.5764, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_079"", ""name"": ""Karasikan - Sarang Halang"", ""score"": 0.559, ""method"": ""fuzzy_token_edit""}]"
REKONSILIASI_APBDP_2026,141,2026,PHYSICAL,Pelebaran Ruas Jalan Tajun –   SP.3 Muara Paring Agung Kec. Sungai Raya,0068 – Pelebaran Jalan Menuju   Standar,3517176000,REVIEW,EXACT,Existing ID dari workbook tidak ditemukan dan tidak ada satu kandidat pengganti yang aman.; Nama paket/lokasi dan nama ruas sama setelah normalisasi.,"[{""ref"": ""ruas_052"", ""name"": ""Tajun - SP.3 Muara Paring Agung"", ""score"": 1.0, ""method"": ""exact_normalized""}, {""ref"": ""ruas_066"", ""name"": ""Simpur - SP.3 Muara Paring Agung"", ""score"": 0.86, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_002"", ""name"": ""Taal Batang Kulur - SP.3 Muara Paring Agung"", ""score"": 0.6208, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_032"", ""name"": ""Tanjungan - SP.3 Sakijang"", ""score"": 0.4306, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_348"", ""name"": ""SP.3 Bukuanin - Tayub"", ""score"": 0.4083, ""method"": ""fuzzy_token_edit""}]"
REKONSILIASI_APBDP_2026,144,2026,PHYSICAL,Pelebaran Ruas Jalan Simpang   Hamalau – Teluk Pinang dan Teluk Pinang – Pahampangan Utara Kec. Sungai Raya,0068 – Pelebaran Jalan Menuju   Standar,1805584000,REVIEW,REVIEW,Existing ID dari workbook tidak ditemukan dan tidak ada satu kandidat pengganti yang aman.; Nama paket mengindikasikan lebih dari satu ruas; tidak memilih satu ruas secara otomatis.,"[{""ref"": ""ruas_104"", ""name"": ""Teluk Pinang - Pahampangan Utara"", ""score"": 0.98, ""method"": ""strong_containment""}, {""ref"": ""ruas_214"", ""name"": ""Simpang Hamalau - Teluk Pinang"", ""score"": 0.98, ""method"": ""strong_containment""}, {""ref"": ""ruas_181"", ""name"": ""Hamalau - Pahampangan"", ""score"": 0.86, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_219"", ""name"": ""Simpang Malutu - Pahampangan"", ""score"": 0.4919, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_017"", ""name"": ""Jl. Sungai Raya Utara-Teluk Pinang"", ""score"": 0.4657, ""method"": ""fuzzy_token_edit""}]"
REKONSILIASI_APBDP_2026,146,2026,PHYSICAL,Pelebaran Ruas Jalan Simpang   Malutu – Tambak Kec. Padang Batung,0068 – Pelebaran Jalan Menuju   Standar,2124357000,REVIEW,EXACT,Existing ID dari workbook tidak ditemukan dan tidak ada satu kandidat pengganti yang aman.; Nama paket/lokasi dan nama ruas sama setelah normalisasi.,"[{""ref"": ""ruas_007"", ""name"": ""Simpang Malutu - Tambak"", ""score"": 1.0, ""method"": ""exact_normalized""}, {""ref"": ""ruas_219"", ""name"": ""Simpang Malutu - Pahampangan"", ""score"": 0.6262, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_148"", ""name"": ""SP.3 Baluti - Amawang"", ""score"": 0.3058, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_123"", ""name"": ""SP.4 Lungau - Bangkau"", ""score"": 0.2981, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_321"", ""name"": ""Pagar Haur - Malutu"", ""score"": 0.2962, ""method"": ""fuzzy_token_edit""}]"
REKONSILIASI_APBDP_2026,152,2027,PLANNING,Perencanaan Pelebaran Ruas Jalan   Tanjungan – Sp. Sakijang Kec. Sungai Raya,0068 – Pelebaran Jalan Menuju   Standar,20000000,EXISTING,REVIEW,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Skor berada pada rentang review.","[{""ref"": ""ruas_032"", ""name"": ""Tanjungan - SP.3 Sakijang"", ""score"": 0.7867, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_075"", ""name"": ""Tanayung - Simpang Ambarai"", ""score"": 0.3481, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_085"", ""name"": ""Simpur - Simpang Bilui"", ""score"": 0.3195, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_059"", ""name"": ""Tanjungan - SP.10 Batang Kulur - Sungai Kali"", ""score"": 0.3158, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_091"", ""name"": ""Kandangan Hulu - SP. Tabihi"", ""score"": 0.2847, ""method"": ""fuzzy_token_edit""}]"
REKONSILIASI_APBDP_2026,157,2027,PLANNING,Perencanaan Pelebaran Ruas Jalan   Longawang – Gumbil dan Gumbil – Masimpan Kec. Telaga Langsat,0068 – Pelebaran Jalan Menuju   Standar,80000000,EXISTING,REVIEW,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Nama paket mengindikasikan lebih dari satu ruas; tidak memilih satu ruas secara otomatis.","[{""ref"": ""ruas_116"", ""name"": ""Gumbil - Masimpan"", ""score"": 0.98, ""method"": ""strong_containment""}, {""ref"": ""ruas_128"", ""name"": ""Longawang - Gumbil"", ""score"": 0.98, ""method"": ""strong_containment""}, {""ref"": ""ruas_114"", ""name"": ""Mandampa - Longawang"", ""score"": 0.36, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_342"", ""name"": ""Jl. Sungai Durian - Ds. Gumbil"", ""score"": 0.2817, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_111"", ""name"": ""Bamban Utara - Longawang"", ""score"": 0.2717, ""method"": ""fuzzy_token_edit""}]"
REKONSILIASI_APBDP_2026,160,2027,PLANNING,Perencanaan Pelebaran Ruas Jalan   Sakincung – Desa Hakurung Dalam Kec. Daha Utara,0068 – Pelebaran Jalan Menuju   Standar,20000000,EXISTING,UNMATCHED,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Tidak ada kandidat jalan dengan skor minimal 0.70.","[{""ref"": ""ruas_297"", ""name"": ""Jl. Sakincung Ds. Hakurun Dalam"", ""score"": 0.6603, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_141"", ""name"": ""Jl. Hamayung - Ds. Hakurung Dalam"", ""score"": 0.6449, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_131"", ""name"": ""Hakurung Dalam - Ds. Sungai haji"", ""score"": 0.4414, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_250"", ""name"": ""Jl. Balimau - Murung Dalam"", ""score"": 0.3574, ""method"": ""fuzzy_token_edit""}, {""ref"": ""ruas_069"", ""name"": ""Jl. Muning Tengah - Muning Dalam"", ""score"": 0.3267, ""method"": ""fuzzy_token_edit""}]"
